2,10191,3,280,2,0,17,6262,99
2,11958,2,240,5,1,17,5756,159
2,8940,1,289,1,1,17,6362,167
2,8577,1,231,4,1,17,5845,106
2,8849,3,224,4,2,15,4742,154
2,7642,3,277,4,1,24,6863,147
2,12967,2,249,2,2,13,6606,188
3,11812,0,290,8,2,24,8115,458
3,20635,0,481,6,1,29,7390,497
3,19003,0,373,5,1,24,7540,392
3,20518,1,362,6,3,22,6973,411
3,14270,1,445,6,3,26,7051,281
3,14697,0,255,10,3,21,8727,472
3,13349,1,300,5,0,24,7935,256
3,14673,1,375,10,0,30,7073,305
3,19580,1,478,4,0,26,8519,462
3,18186,2,478,5,2,22,7375,366
3,13768,1,259,4,1,20,7232,455
3,10587,2,461,9,0,30,7810,401
3,10539,1,377,9,3,22,8654,282
3,15478,2,262,8,3,20,7283,290
3,12996,2,368,9,0,23,7183,472
3,15192,1,473,8,0,30,8766,439
3,10293,2,273,4,0,24,8407,411
3,14015,1,267,9,0,26,8579,220
3,11882,2,284,7,0,25,7315,300
3,17133,2,308,8,3,29,6574,397
3,11083,1,295,4,2,26,6379,404
3,18658,1,256,4,1,29,8267,429
3,16523,3,408,10,0,30,8063,326
3,16577,0,331,10,0,22,7464,205
3,19046,0,410,5,3,28,8963,272
3,18673,0,496,6,2,21,8666,299
3,12708,3,340,8,0,26,7449,314
3,13584,2,318,7,1,28,6938,193
3,15456,0,491,5,2,26,6819,489
3,15674,1,317,7,3,24,6908,450
3,16587,2,431,7,3,29,7235,389
3,11612,3,310,5,0,26,6508,318
3,15359,3,487,5,0,25,7962,467
3,12965,3,453,5,0,23,7680,347
3,13358,1,323,6,1,22,6506,489
3,18268,0,373,7,1,23,8595,479
3,12308,0,357,5,3,24,8765,307
3,11116,0,266,10,1,26,6784,280
3,19643,1,380,8,0,28,8969,277
3,13247,3,265,5,1,26,7471,237
3,15889,0,487,6,3,26,6951,368
3,17326,1,473,10,3,26,6884,307
3,11427,2,375,4,3,25,7990,364
3,14734,0,269,8,1,24,8243,222
3,15040,3,408,9,3,23,7827,232
3,15713,3,479,8,1,23,6995,190
3,10898,3,276,6,2,27,7149,270
3,11969,3,267,4,0,24,8370,418
3,14227,2,252,7,2,30,8258,452
3,19257,3,343,6,1,23,8329,469
4,18326,2,401,13,1,54,8948,458
4,24160,3,401,9,1,50,11895,448
4,19065,3,434,15,3,48,12712,649
4,22254,1,518,14,2,30,9294,403
4,23155,0,553,15,0,41,11875,635
4,20215,1,471,13,0,58,8575,501
4,24433,1,535,13,0,34,8547,682
4,21759,0,465,12,0,59,8932,607
4,22424,1,545,12,2,30,12296,796
4,23768,0,445,13,1,59,8321,567
4,24761,2,567,9,0,42,9858,517
4,22023,0,509,12,2,31,8243,696
4,21337,2,528,10,1,40,9537,537
4,18692,2,549,15,1,29,9753,525
4,20894,1,492,10,2,58,10665,505
4,23501,0,547,10,3,39,11492,688
4,24913,1,493,11,2,60,8155,594
4,21855,3,471,11,3,40,11866,539
4,23372,3,529,8,1,42,12218,588
4,24050,3,475,11,3,36,10094,453
4,19958,2,582,14,2,38,10540,693
4,20565,0,469,14,1,29,12820,420
4,18420,3,554,15,2,57,9498,639
4,19161,1,590,8,0,48,10641,649
4,21699,0,419,12,2,43,9197,619
4,23278,3,423,8,2,52,10252,648
4,21054,3,426,13,0,37,9117,719
4,22325,1,474,14,1,32,9211,406
4,21226,0,524,9,1,56,8986,656
4,21744,2,509,10,2,39,12133,503
4,19479,1,562,9,0,40,12455,429
4,19613,0,532,12,3,42,9771,578
4,24634,0,475,15,3,40,8005,468
4,18968,3,522,11,0,56,11231,456
4,22137,3,595,11,1,32,11907,638
4,24035,2,468,9,3,44,8090,738
4,20628,1,438,14,0,56,10660,453
4,19757,1,447,13,1,33,8367,471
4,18596,3,466,14,3,36,8264,409
4,18571,0,502,8,0,53,12666,568
4,23070,3,542,10,1,33,11916,462
4,22278,3,596,14,0,39,11734,740
4,18967,3,471,12,0,57,9267,467
4,20120,2,443,9,3,56,9977,456
4,22386,1,583,12,3,43,10835,675
4,23703,2,471,11,1,60,8310,750
4,23628,3,558,12,3,39,9586,469
4,18461,0,592,13,0,39,11699,769
4,19595,1,493,9,3,44,12156,410
4,22162,0,534,14,3,57,12073,588
5,27763,3,903,30,1,74,14559,719
5,27280,2,963,15,4,72,12949,1039
5,29515,3,977,22,4,80,15094,631
5,32773,3,629,24,4,66,13035,922
5,28413,4,787,25,4,67,15786,852
5,34479,1,1038,21,2,54,14083,777
5,25357,5,1030,23,1,55,15230,696
5,28542,3,769,13,0,89,12122,1059
5,23017,3,1070,18,1,53,14016,976
5,32298,3,974,21,3,68,13731,1041
5,34864,4,771,20,1,63,13369,1016
5,31384,4,981,19,4,54,14566,852
5,30239,1,1034,24,0,55,14781,1119
5,29611,3,567,22,3,58,14370,1016
5,33187,1,690,24,3,58,14557,617
5,24215,4,1095,24,0,56,12921,784
5,26644,5,636,23,3,74,14110,876
5,25930,2,560,21,1,51,14942,689
5,27768,2,1042,21,0,51,14587,840
5,23218,1,886,15,2,60,14153,687
5,30069,5,1035,21,1,78,15065,631
5,33624,2,946,13,0,51,13055,794
5,27117,4,1067,13,4,89,14480,982
5,26153,2,857,27,0,84,11877,1102
5,25738,4,967,24,4,73,15863,1115
5,27832,5,957,14,0,61,13503,979
5,28480,3,1027,13,1,61,15597,823
5,28270,5,624,14,4,80,15349,1019
5,31486,2,823,30,0,66,13927,891
5,25987,1,550,26,2,68,15010,699
5,24764,4,627,29,3,82,11522,608
5,23024,1,642,29,1,76,12061,686
5,31329,2,627,20,3,57,13858,681
5,29405,5,911,27,2,74,11622,1182
5,33832,1,704,20,3,62,14625,861
5,25475,1,846,24,4,57,14469,895
5,25686,1,554,13,2,90,12532,946
5,32485,4,565,17,3,69,11829,716
5,27562,2,803,28,4,51,11551,677
5,34341,3,782,13,3,68,11734,1085
5,30954,4,1085,18,2,85,15314,775
5,31858,1,649,18,1,51,15214,1140
5,31073,3,795,14,2,57,11465,899
5,23089,1,881,16,0,71,13800,737
5,33450,4,819,25,3,58,11890,701
5,30498,4,636,29,1,90,15781,1007
5,30982,3,824,20,4,62,12017,873
5,25018,4,834,30,2,51,11639,745
5,29003,3,974,18,4,66,14699,953
5,32476,5,1066,14,0,90,15159,916
6,38365,7,1589,38,1,94,18670,1460
6,34429,7,1055,38,5,129,17309,1265
6,36735,3,1398,35,4,142,17109,1596
6,43451,3,1599,39,2,150,18863,1304
6,34962,4,1011,38,5,122,15226,1539
6,44150,3,1164,39,1,81,16613,1219
6,42027,3,1265,41,5,83,18388,1380
6,35151,4,1514,33,1,106,18879,1291
6,43927,5,1419,46,2,136,19743,1247
6,48910,2,1436,40,2,98,15247,1240
6,33001,4,1091,46,1,129,17612,1111
6,36694,5,1301,35,2,109,18755,1546
6,39781,7,1569,40,5,101,17533,1478
6,41934,3,1416,50,4,150,16496,1474
6,46206,6,1496,39,1,111,18819,1250
6,48988,5,1267,50,2,122,15253,1050
6,35788,3,1014,37,3,148,17770,1118
6,36413,3,1267,28,2,105,17850,1463
6,41147,7,1572,36,2,145,16358,1022
6,35713,3,1339,37,5,89,19831,1220
6,37891,4,1140,25,1,100,19376,1268
6,32707,7,1204,37,5,99,16754,1114
6,36251,3,1435,48,4,148,16772,1428
6,32523,7,1389,42,4,149,17541,1022
6,40920,3,1258,48,5,134,17924,1512
6,44380,2,1018,36,2,104,15627,1292
6,37699,7,1379,41,1,146,16762,1494
6,48428,5,1073,31,1,97,15608,1600
6,34386,2,1309,31,5,92,16224,1574
6,39527,2,1305,25,2,140,18869,1120
6,41492,3,1015,46,4,128,19811,1595
6,46638,4,1463,38,4,133,19820,1448
6,32518,7,1264,27,3,97,16930,1012
6,39628,6,1063,35,3,141,19007,1588
6,32685,7,1264,35,1,89,15002,1463
6,34785,5,1278,40,4,127,19754,1016
6,38895,3,1165,26,1,99,17845,1283
6,48666,4,1511,43,2,115,19373,1387
6,33411,2,1522,50,1,126,17292,1282
6,36889,7,1005,49,2,137,19934,1000
6,46627,3,1007,33,5,114,19529,1437
6,48904,7,1477,37,2,87,15290,1326
6,44369,5,1574,40,1,121,18105,1105
6,34107,3,1209,35,2,123,19549,1223
6,34985,5,1433,43,3,94,19350,1253
6,32680,4,1292,31,5,125,16172,1272
6,33218,7,1348,40,5,102,18166,1403
6,38849,3,1291,38,4,108,18691,1319
6,45391,5,1118,29,5,150,15187,1163
6,39984,2,1403,35,4,107,15949,1196
7,48739,15,1426,41,6,219,23577,1806
7,58860,6,1835,41,8,157,19101,1859
7,61671,5,1447,72,6,190,22944,1513
7,62222,7,1813,69,6,200,21510,1600
7,55809,9,1726,45,7,157,20180,1503
7,54832,8,1772,69,7,176,20406,1597
7,71501,8,1532,66,8,145,19597,1640
7,77383,10,1702,56,7,195,20245,1559
7,45379,10,1783,52,8,149,19150,1691
7,74016,12,1495,46,7,203,23832,1779
7,67349,8,1724,58,6,193,22033,1603
7,73445,14,1855,42,7,192,23499,1558
7,75105,12,1670,53,7,210,20154,1770
7,45491,8,1892,60,8,147,21953,1698
7,79084,6,1464,79,8,160,20138,1507
7,75848,12,1822,40,7,181,23634,1838
7,49138,5,1850,58,6,163,22449,1537
7,50063,7,1789,79,6,160,21210,1590
7,62133,12,1570,53,7,208,23449,1627
7,74287,7,1677,51,8,145,23394,1568
7,62299,9,1575,47,7,200,19095,1666
7,73522,9,1424,80,7,167,22822,1578
7,69012,4,1858,77,8,157,23387,1765
7,48882,15,1892,41,6,206,22092,1791
7,75477,15,1409,64,6,198,22842,1646
7,55548,5,1623,76,8,188,22799,1726
7,58951,15,1468,76,6,171,21985,1703
7,62946,7,1859,68,6,185,23512,1882
7,52766,13,1539,47,8,180,19546,1718
7,55192,13,1738,65,8,154,23963,1527
7,55991,13,1698,65,7,155,20561,1837
7,68028,5,1498,58,7,151,21212,1792
7,55785,4,1590,48,6,151,20982,1535
7,61900,9,1497,50,7,173,23999,1820
7,65192,12,1848,47,8,156,23258,1837
7,69771,13,1531,53,6,162,21329,1844
7,58769,6,1795,74,7,215,22202,1697
7,61412,11,1620,80,6,183,20664,1607
7,77848,9,1809,54,7,148,21378,1685
7,76875,14,1420,52,6,171,20095,1572
7,59059,8,1538,47,7,217,19987,1613
7,74476,14,1655,71,7,188,20256,1751
7,67568,9,1416,76,8,157,19899,1529
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
7,71975,14,1473,45,7,206,20155,1751
7,55572,9,1558,40,7,171,23876,1849
7,53468,14,1880,75,6,200,20738,1860
7,54699,8,1590,62,7,189,21967,1618
7,73389,14,1763,68,6,150,22589,1737
7,75520,14,1472,69,8,180,22740,1879
7,57599,7,1890,50,6,154,23252,1858
8,71795,16,2190,84,7,256,17889,2180
8,85434,9,1829,81,9,206,20378,2258
8,73700,13,1918,80,7,222,17786,1878
8,77447,9,1915,98,7,182,21645,1877
8,73053,15,1800,76,7,268,22286,1973
8,72178,20,2132,77,8,192,19393,1902
8,88966,16,1655,86,7,241,19086,1997
8,71452,8,2116,96,9,198,17455,1978
8,87045,15,2077,89,9,180,20590,1887
8,78659,16,1937,64,9,263,17462,1985
8,72392,16,2154,90,7,182,19075,2196
8,72700,15,1843,79,7,228,20696,2161
8,77445,11,2088,85,8,188,20344,2157
8,84825,13,2009,81,7,221,22881,1810
8,77594,13,1736,66,9,268,21329,2172
8,89939,8,2024,66,9,206,22037,2118
8,82995,14,1686,80,9,227,17447,2082
8,75159,10,1932,67,9,190,24483,2046
8,84535,14,1770,69,9,265,20800,2067
8,78978,14,2018,94,8,251,18017,1816
8,83700,15,1601,85,7,279,24790,1826
8,78745,17,2059,86,9,180,24540,1913
8,84367,14,2142,61,8,252,20996,1966
8,82315,14,1692,72,7,239,19847,2133
8,78475,18,2047,94,8,257,22738,2203
8,73447,19,1752,94,9,186,18136,2141
8,82194,13,1706,67,7,278,22513,2010
8,89421,14,2081,85,7,196,18067,2076
8,77975,13,1676,97,8,214,17027,1864
8,89891,19,1879,67,9,251,23766,2269
8,75739,12,1632,95,7,188,18636,1912
8,77277,9,2195,85,9,208,20466,2072
8,74195,14,2020,94,8,246,17544,2135
8,76104,10,2029,91,9,188,19837,1810
8,71334,14,1799,64,8,252,20358,1891
8,84442,20,1848,79,7,197,23882,1991
8,78647,18,1893,81,9,251,20988,2102
8,84568,14,1987,75,7,214,20318,1970
8,73937,9,2146,66,9,200,18570,2043
8,82942,15,2147,60,8,257,23189,2261
8,86156,20,1820,87,7,225,24272,2045
8,86176,9,1952,60,8,195,19358,1969
8,89112,17,1820,68,9,270,20513,2238
8,79204,17,2105,92,8,210,22626,2140
8,79781,17,2057,86,7,229,17371,1855
8,80837,16,1627,70,7,272,19468,1898
8,70004,20,2101,86,7,258,18824,2047
8,89517,14,2072,67,7,269,18085,2058
8,84698,17,2168,88,7,265,23028,2064
8,86828,19,1692,91,8,278,24344,1948
9,80967,31,2319,95,8,333,28257,2398
9,112709,39,2413,97,11,272,23142,1920
9,88831,12,2333,83,9,280,24404,2455
9,79359,21,2200,98,11,236,23449,2469
9,76868,28,2531,87,10,330,24686,1951
9,119332,22,2394,91,11,309,24631,2085
9,81268,30,2352,120,9,267,23917,2050
9,85248,30,2277,111,11,352,21096,2454
9,95254,19,2292,81,11,256,27045,2220
9,80095,42,2301,109,8,321,20324,2426
9,101470,36,2463,84,10,246,21118,2200
9,93156,27,2490,93,10,360,21902,2342
9,106275,26,2240,101,10,268,26795,2090
9,109711,16,2312,106,9,269,20490,2598
9,116929,12,2404,107,10,325,25787,2019
9,119739,39,2281,103,8,328,21079,1954
9,90359,23,2290,80,9,272,28267,2018
9,82976,35,2482,94,8,349,21300,1935
9,77040,36,2245,82,9,323,21338,2346
9,106023,41,2203,94,10,230,21121,2535
9,87068,37,2213,88,11,331,27619,2501
9,93994,30,2488,112,11,350,23319,2309
9,116951,28,2428,84,9,232,26134,2430
9,76263,41,2492,119,10,290,25921,2473
9,107828,17,2436,100,10,289,24801,2007
9,96810,35,2490,104,11,353,22107,1949
9,88524,16,2284,81,8,265,25151,2053
9,99563,36,2541,102,10,339,25382,2534
9,92656,39,2543,105,8,282,25038,2325
9,80508,21,2453,116,11,334,24488,2102
9,115732,36,2441,89,8,234,25171,1998
9,87724,12,2401,83,11,277,26100,2393
9,79239,29,2312,98,10,264,21996,2571
9,106627,45,2247,113,9,322,26676,2362
9,97653,45,2214,96,9,334,22273,2119
9,118245,49,2202,103,8,248,21955,2276
9,106674,19,2485,97,9,349,27005,2210
9,114181,17,2205,119,8,233,21072,1905
9,95224,46,2273,110,10,353,22612,2187
9,96011,23,2517,106,11,274,28294,2435
9,96868,21,2333,90,9,260,20023,2208
9,102009,15,2340,119,9,289,27607,1924
9,106520,47,2240,81,9,293,26334,2515
9,88073,44,2296,95,9,268,24242,2564
9,96381,39,2287,82,10,336,22046,2318
9,85296,17,2384,118,8,358,22384,2586
9,107922,14,2300,104,8,330,23943,2582
9,109407,26,2233,110,8,289,24623,2525
9,116718,48,2418,108,11,291,21127,1997
9,78529,32,2526,95,8,305,24968,2532
10,983536,524,127287,7161,4765,11430,31579,77214
10,139109,898,336307,1873,5410,66964,33952,99002
10,873836,530,257740,5046,5942,14616,30282,99939
10,148659,808,16341,4809,458,12923,34936,3326
10,346044,826,366230,7623,9080,40476,33050,8228
10,818390,91,180590,1340,12896,69754,35085,26412
10,256336,952,403231,6764,17432,74217,33743,62193
10,264122,973,138900,6445,14339,65008,32229,43440
10,222878,205,311449,678,12806,79901,31042,40835
10,543503,774,163118,6357,5201,30435,31061,10349
10,854208,229,268199,6092,6428,28960,33159,21943
10,328327,670,263487,5860,5484,58098,33630,49329
10,869126,185,75038,5323,8501,67715,32621,71625
10,389828,577,298085,1706,15062,85953,30677,36952
10,198829,510,78412,2400,18720,42602,30432,66509
10,384487,89,107781,7187,4240,60206,31519,52923
10,170559,912,244914,535,7132,42546,35819,96574
10,608863,810,206359,3225,10794,32998,28746,68331
10,612560,361,173014,5029,17137,36251,33392,52692
10,346422,915,383576,7288,18057,73449,28542,88838
10,978569,140,384145,302,10287,46490,29497,94354
10,524143,743,267850,7232,7917,33819,30078,58262
10,951733,662,329157,7283,13164,77728,32572,7715
10,584241,531,455861,3555,7331,44838,33621,74151
10,140999,864,486832,4217,6507,42446,30980,32035
10,194963,888,171366,7768,17315,68833,30948,19556
10,314043,845,218456,1755,9032,20054,33525,54017
10,668030,431,496497,1735,267,5894,28763,56821
10,282211,103,190794,6970,11829,35850,29616,60803
10,605132,694,307008,3191,2908,70826,30580,32932
10,779326,62,288874,627,7924,80243,31388,55702
10,454652,541,219528,6308,2883,39721,30462,9097
10,917929,989,83156,6346,642,12779,34114,4664
10,740103,897,20729,1013,17453,55167,28977,34092
10,667506,31,267587,6197,3121,21294,33511,98960
10,414333,722,40882,4526,10700,16213,31239,95136
10,551723,963,398866,5333,9136,16068,31433,96614
10,509544,952,253039,1754,5189,65969,30061,90227
10,953533,109,455548,7956,14296,69351,35187,37756
10,625751,136,14191,7452,13163,4840,28529,7624
10,646775,265,31181,1972,4748,1760,35242,45943
10,658094,782,394318,4808,16534,6479,29106,43906
10,979603,647,223823,5148,15847,29992,33915,66564
10,235914,42,304578,3536,5953,8112,30212,61288
10,288745,923,284153,5320,5045,62004,32183,40561
10,940079,924,337115,3889,6072,87438,33695,42041
10,352576,454,397877,2915,5695,39334,34811,97021
10,714140,552,204967,1628,5115,18666,28542,13922
10,144734,448,444884,1715,18429,51228,35213,18547
10,514633,681,32640,4421,3603,42244,35361,14614
0,596,2,13,2,0,3,963,36
0,423,0,61,2,0,1,1801,23
0,222,0,76,0,1,1,1516,33
0,27,1,67,1,1,4,2721,34
0,198,0,106,2,1,10,1779,49
0,363,1,7,1,0,9,2545,40
0,627,2,19,0,0,8,2756,5
0,503,2,20,1,1,3,992,29
0,332,0,97,0,1,10,1117,23
0,407,0,109,1,1,5,1197,19
1,6871,1,225,2,0,13,2824,86
1,2282,0,212,1,0,15,4998,57
1,4639,0,160,1,0,6,3610,85
1,4450,2,192,2,0,14,4589,58
1,2175,0,219,1,1,17,4127,55
1,4441,0,99,2,0,17,4494,65
1,7351,0,180,0,0,17,4034,72
1,5900,1,114,1,0,18,2857,62
1,6493,1,193,2,0,18,2846,63
1,7342,1,192,0,0,16,3437,45
1,2912,1,178,0,0,9,2844,58
1,875,1,229,1,1,19,3334,61
1,5691,0,200,2,1,19,2610,67
1,840,2,105,2,1,10,2515,94
1,5052,0,119,1,0,10,2581,90
1,7196,2,143,1,0,18,2858,62
1,5486,2,163,0,0,12,2619,49
1,4168,1,153,1,1,19,4529,86
1,5312,2,227,1,0,20,2996,93
1,2969,1,223,1,1,17,4123,50
1,1800,1,148,2,0,7,3644,89
1,7421,0,116,1,0,13,3674,75
1,6079,0,236,0,0,19,4554,40
1,4232,0,193,1,0,20,3076,46
1,7331,1,162,1,1,20,2677,72
1,1076,1,218,0,1,7,3865,51
1,2646,0,143,0,0,7,2625,57
1,3989,2,155,2,1,8,3650,86
1,1396,2,136,2,1,12,3972,77
1,2604,2,240,0,1,20,3966,62
1,4626,2,180,1,0,20,4988,68
1,1849,2,113,2,0,16,3271,53
1,2863,1,203,2,0,20,3184,83
1,5818,0,153,2,1,15,4505,96
1,4041,2,221,0,1,6,3523,49
1,1191,1,210,2,1,11,2755,84
1,6364,0,234,0,1,20,4521,86
1,2376,1,227,1,1,12,2814,41
1,1527,2,110,1,1,9,4073,40
1,1896,1,233,1,0,18,3435,81
1,2595,1,202,0,0,13,3618,89
1,5796,2,169,0,1,6,4819,63
1,3404,0,134,1,1,10,2956,78
1,1454,0,109,0,0,7,4246,80
1,7917,0,159,0,0,9,3921,46
1,3330,0,123,0,0,10,2595,85
1,5151,2,110,2,1,15,3132,91
1,6254,0,213,2,1,16,3973,58
1,7697,2,145,2,1,10,4699,89
1,2765,2,226,1,1,12,3838,72
2,12477,2,242,5,1,24,4897,106
2,10187,2,239,4,0,15,5160,104
2,7316,3,230,2,1,18,6904,153
2,11358,2,226,2,1,23,5357,181
2,10866,3,280,5,1,20,5496,168
2,12426,2,287,3,1,18,5019,83
2,9636,1,260,5,1,12,5213,191
2,12472,3,237,1,0,19,6547,138
2,9540,3,236,5,1,25,5505,190
2,7481,3,231,4,2,15,5704,194
2,12083,2,254,2,0,22,5750,182
2,11723,2,297,2,2,18,6224,100
2,10759,2,232,5,0,16,5330,194
2,8885,3,284,2,1,12,5289,159
2,8627,1,249,3,1,22,5142,192
2,11619,1,292,1,2,25,5065,111
2,12207,2,240,5,2,21,4935,129
2,10085,2,236,2,2,25,6965,192
2,10871,1,276,4,0,22,5587,188
2,10166,2,295,4,1,14,6958,183
2,9991,1,279,2,0,17,6845,185
2,10248,1,282,5,1,23,6535,180
2,9291,2,298,1,2,18,4500,174
2,8958,3,290,5,0,19,5464,153
2,8923,1,243,2,1,19,5015,191
2,11402,3,230,2,2,18,5683,103
2,11798,3,274,2,2,18,4504,178
2,7161,3,248,2,1,21,5628,172
2,11353,2,245,4,2,20,6101,195
2,9469,1,259,2,0,14,6935,176
2,7992,2,295,3,0,14,4830,184
2,11626,3,263,5,0,24,5793,152
2,7699,1,261,1,2,24,5264,111
2,9848,3,239,2,0,24,4863,188
2,9251,3,254,4,2,18,4683,143
2,7597,3,233,2,2,18,5338,88
2,11857,2,262,5,2,20,5366,121
2,11290,2,291,2,1,13,5791,110
2,6654,3,238,5,2,25,6988,125
2,6740,1,225,3,0,14,5296,185
2,6515,2,298,3,0,14,4551,177
2,10876,3,220,3,0,17,5130,198
2,11658,3,223,4,2,21,5617,160
2,7308,2,284,5,1,21,5978,173
2,7852,3,244,5,0,24,6073,94
2,9669,3,291,1,1,17,6383,106
2,10475,3,266,2,2,19,6773,161
2,10534,3,275,2,1,25,4988,134
2,7861,1,262,3,0,19,5993,128
2,9187,1,270,4,1,25,6303,147
3,15044,3,461,10,0,26,8567,428
3,13318,2,430,4,2,27,6289,369
3,16737,3,466,8,0,29,6120,396
3,16797,2,434,4,1,27,6363,496
3,16315,1,373,10,0,28,6578,221
3,17671,3,478,10,1,26,6384,275
3,10257,1,284,9,0,26,8995,397
3,16883,3,351,8,3,28,5902,331
3,19817,2,256,9,3,20,8853,465
3,19169,3,342,8,3,25,6960,364
3,12103,2,375,9,3,23,7754,382
3,18709,1,412,9,1,30,6113,197
3,15903,2,441,6,0,28,6007,214
3,17583,0,437,9,1,26,6810,214
3,15567,0,400,10,0,28,8686,366
3,11803,3,471,10,2,23,8750,244
3,18327,2,365,6,3,26,8063,329
3,14143,0,494,6,3,22,6476,466
3,14388,2,483,10,3,30,7729,318
3,12604,3,289,7,0,30,8074,339
3,10862,2,318,4,3,26,7231,319
3,20771,2,267,10,1,26,6346,478
3,13049,1,359,4,1,28,7070,413
3,17457,1,454,10,2,20,7848,280
3,14030,3,363,4,1,26,5982,477
3,11353,0,324,10,0,22,7980,264
3,10336,1,412,6,1,25,7010,203
3,18378,3,396,5,1,24,7043,347
3,17621,1,418,6,0,29,8271,233
3,14888,2,431,4,1,26,6939,276
3,17828,2,399,7,1,21,7349,246
3,20729,2,320,9,3,20,8602,260
3,15860,3,373,9,3,30,7129,487
3,10390,2,443,8,0,28,6940,363
3,14166,2,302,6,2,22,5928,499
3,18695,2,474,8,1,23,7170,321
3,12893,0,259,8,0,21,6871,374
3,14060,2,422,7,2,29,6877,314
3,19670,1,266,4,3,24,8724,231
3,18390,0,476,6,3,20,7939,346
3,20668,0,485,4,0,25,8407,368
3,18404,2,250,6,2,27,6171,360
3,16275,1,452,9,0,30,8128,400
3,17549,0,345,7,3,23,7349,263
